Datetime,Close,High,Low,Open,Volume
2023-08-09,75.0999984741211,75.36000061035156,74.20999908447266,74.77999877929688,4777100
2023-08-10,74.19999694824219,75.08999633789062,73.95999908447266,74.66000366210938,3443900
2023-08-11,74.25,74.80999755859375,73.94999694824219,74.13999938964844,3137800
2023-08-14,73.80999755859375,74.22000122070312,73.3499984741211,73.69000244140625,3545400
2023-08-15,72.62000274658203,73.26000213623047,72.18000030517578,73.25,3907500
2023-08-16,71.37000274658203,73.1500015258789,71.29000091552734,72.9000015258789,3789600
2023-08-17,71.9800033569336,72.81999969482422,71.91999816894531,72.56999969482422,2647600
2023-08-18,72.79000091552734,73.05999755859375,71.91000366210938,72.18000030517578,2734900
2023-08-21,72.58000183105469,73.51000213623047,72.41999816894531,73.41999816894531,2085600
2023-08-22,72.27999877929688,72.87000274658203,72.05999755859375,72.76000213623047,1655000
2023-08-23,71.36000061035156,72.0,70.43000030517578,70.80000305175781,3836900
2023-08-24,71.41000366210938,71.7300033569336,70.44999694824219,70.87999725341797,2368700
2023-08-25,72.44999694824219,72.66000366210938,70.81999969482422,72.62000274658203,3106000
2023-08-28,72.41000366210938,73.12999725341797,72.11000061035156,72.4000015258789,1618700
2023-08-29,73.31999969482422,73.3499984741211,71.79000091552734,72.66000366210938,2890400
2023-08-30,73.66000366210938,74.01000213623047,73.05999755859375,73.7300033569336,2228100
2023-08-31,75.05999755859375,75.18000030517578,73.94999694824219,74.4800033569336,2900700
2023-09-01,76.91999816894531,76.94000244140625,75.94000244140625,76.0,4205600
2023-09-05,77.76000213623047,78.77999877929688,77.38999938964844,78.06999969482422,4782200
2023-09-06,78.5199966430664,78.7699966430664,77.41999816894531,77.5999984741211,3159800
2023-09-07,77.94999694824219,78.5,77.44000244140625,78.1500015258789,2671400
2023-09-08,78.30000305175781,78.7300033569336,77.87999725341797,78.13999938964844,2039000
2023-09-11,78.37000274658203,79.12000274658203,78.13999938964844,78.93000030517578,2083800
2023-09-12,79.69999694824219,80.01000213623047,79.30999755859375,79.36000061035156,3308800
2023-09-13,79.68000030517578,80.04000091552734,79.2300033569336,79.86000061035156,2783800
2023-09-14,81.12000274658203,81.13999938964844,80.52999877929688,80.66000366210938,3098900
2023-09-15,81.29000091552734,81.33999633789062,80.08999633789062,80.29000091552734,2874500
2023-09-18,81.44999694824219,81.94000244140625,80.80000305175781,81.79000091552734,5940800
2023-09-19,81.5,82.27999877929688,81.12000274658203,82.18000030517578,6657100
2023-09-20,80.13999938964844,81.58999633789062,80.12999725341797,80.55999755859375,4117600
2023-09-21,80.41000366210938,81.51000213623047,80.4000015258789,81.25,3095900
2023-09-22,80.62999725341797,81.5999984741211,79.98999786376953,81.55000305175781,2704300
2023-09-25,80.38999938964844,80.6500015258789,79.66999816894531,80.58999633789062,1918300
2023-09-26,80.87999725341797,81.05000305175781,79.88999938964844,79.97000122070312,2522700
2023-09-27,82.9000015258789,83.29000091552734,82.05000305175781,82.23999786376953,4257900
2023-09-28,81.56999969482422,82.61000061035156,81.22000122070312,82.31999969482422,3169000
2023-09-29,80.86000061035156,81.94000244140625,80.47000122070312,81.9000015258789,2399700
2023-10-02,79.38999938964844,81.27999877929688,79.19000244140625,81.18000030517578,3492100
2023-10-03,79.93000030517578,80.37000274658203,79.25,79.80999755859375,2899300
2023-10-04,75.58999633789062,77.97000122070312,75.22000122070312,77.97000122070312,7853800
2023-10-05,73.98999786376953,75.44999694824219,73.61000061035156,74.11000061035156,5599100
2023-10-06,74.16000366210938,74.56999969482422,73.33999633789062,74.43000030517578,3896200
2023-10-09,77.12999725341797,77.4000015258789,76.2300033569336,76.76000213623047,6892100
2023-10-10,76.70999908447266,77.19000244140625,76.19000244140625,77.19000244140625,4237600
2023-10-11,75.66999816894531,76.4000015258789,74.76000213623047,76.19000244140625,6048300
2023-10-12,75.41999816894531,76.61000061035156,74.62000274658203,76.58000183105469,4244100
2023-10-13,78.98999786376953,79.18000030517578,77.16000366210938,77.70999908447266,6765100
2023-10-16,78.38999938964844,78.88999938964844,77.87000274658203,78.62999725341797,5156200
2023-10-17,78.80000305175781,78.87999725341797,77.4000015258789,77.9800033569336,3914400
2023-10-18,79.83999633789062,80.36000061035156,79.31999969482422,79.72000122070312,4647300
2023-10-19,81.68000030517578,81.75,78.94000244140625,79.37000274658203,5924400
2023-10-20,80.69999694824219,81.9800033569336,80.16999816894531,81.58999633789062,4664700
2023-10-23,78.88999938964844,80.2699966430664,78.3499984741211,80.22000122070312,4607100
2023-10-24,76.93000030517578,78.22000122070312,76.30999755859375,78.04000091552734,6629600
2023-10-25,78.45999908447266,78.7300033569336,75.63999938964844,77.11000061035156,6116800
2023-10-26,76.88999938964844,77.58999633789062,76.48999786376953,76.83000183105469,3518500
2023-10-27,78.36000061035156,78.9800033569336,76.58000183105469,77.62000274658203,5522600
2023-10-30,76.05000305175781,77.58000183105469,75.36000061035156,77.23999786376953,5929500
2023-10-31,75.0199966430664,77.0199966430664,74.55999755859375,76.20999908447266,4604000
2023-11-01,74.75,76.72000122070312,74.23999786376953,76.66000366210938,4143000
2023-11-02,76.18000030517578,76.52999877929688,74.79000091552734,74.91000366210938,4191600
2023-11-03,74.8499984741211,76.41000366210938,74.13999938964844,75.29000091552734,5054500
2023-11-06,74.91000366210938,76.08999633789062,74.7699966430664,75.88999938964844,2764300
2023-11-07,71.80000305175781,73.1500015258789,71.61000061035156,72.98999786376953,7413600
2023-11-08,70.19000244140625,71.66999816894531,69.6500015258789,71.2699966430664,7264500
2023-11-09,70.25,71.66000366210938,70.13999938964844,70.75,4327700
